iter	Logloss
658	0.1372804397
659	0.1371187632
660	0.1370291126
661	0.1365344513
662	0.1364539404
663	0.1363023971
664	0.1361485817
665	0.1360510176
666	0.1356048075
667	0.1353802069
668	0.1351677931
669	0.1350293945
670	0.1349520343
671	0.1348450721
672	0.1345845037
673	0.1344819479
674	0.1344001884
675	0.1341608581
676	0.1339176322
677	0.1337155257
678	0.133561983
679	0.1334405591
680	0.1333605293
681	0.1331514653
682	0.1330632992
683	0.1329814984
684	0.132896599
685	0.1328056041
686	0.1326879575
687	0.1325840756
688	0.1324542003
689	0.1323243947
690	0.1322331603
691	0.1319968293
692	0.1319261577
693	0.1317966899
694	0.1315972109
695	0.1315137421
696	0.1313212439
697	0.13101865
698	0.1309102649
699	0.1307841077
700	0.1306759872
701	0.1305138356
702	0.1303772104
703	0.1301612233
704	0.130011754
705	0.1298564962
706	0.1297482243
707	0.1295875614
708	0.1294922046
709	0.12935435
710	0.129232253
711	0.1291069286
712	0.1290088297
713	0.1289242404
714	0.1285050241
715	0.1284347774
716	0.1283579236
717	0.1282060765
718	0.1280317087
719	0.1278722406
720	0.1278050837
721	0.1276800402
722	0.1276254287
723	0.1275125214
724	0.1274367368
725	0.1273449699
726	0.1272139609
727	0.127072402
728	0.1269718261
729	0.1267899092
730	0.1267358316
731	0.1266327046
732	0.1264758466
733	0.1263353118
734	0.1262207668
735	0.1260698069
736	0.1259210243
737	0.1258329412
738	0.1256963097
739	0.1253164007
740	0.1249720796
741	0.1248925955
742	0.1247708246
743	0.1246544051
744	0.1245766518
745	0.1244928989
746	0.1243873655
747	0.1242082255
748	0.1240479639
749	0.1239775194
750	0.1238217386
751	0.1237197967
752	0.1235777264
753	0.123415068
754	0.1233159845
755	0.123205913
756	0.1231522218
757	0.1229394426
758	0.1228079817
759	0.1227447205
760	0.1226396837
761	0.1224445076
762	0.1223116125
763	0.1221677201
764	0.1221016509
765	0.121860207
766	0.1218132282
767	0.1215734111
768	0.1215054079
769	0.1213056667
770	0.1212213891
771	0.1211229044
772	0.1210010013
773	0.1209360128
774	0.1207604872
775	0.1206240054
776	0.1204897044
777	0.1204114296
778	0.1202553924
779	0.1202024583
780	0.1201345477
781	0.1200069946
782	0.1198896847
783	0.1196705248
784	0.1195819011
785	0.1194770846
786	0.1193447366
787	0.1192525398
788	0.1191406582
789	0.1190685903
790	0.1189727014
791	0.118924248
792	0.1187958736
793	0.118664131
794	0.1185306436
795	0.1184451607
796	0.1183668611
797	0.1180350685
798	0.1178842417
799	0.1177606128
800	0.1174489114
801	0.1174029349
802	0.1173035043
803	0.1171466376
804	0.1170689641
805	0.1169445602
806	0.1167571401
807	0.1164028153
808	0.11625776
809	0.1161480894
810	0.1160012565
811	0.1159126724
812	0.1158430621
813	0.1158016763
814	0.1156832395
815	0.1155618712
816	0.1153883352
817	0.1152840739
818	0.1151292049
819	0.1150816903
820	0.1149675909
821	0.1149170069
822	0.1147549707
823	0.1147019497
824	0.1145870815
825	0.1144999733
826	0.1144622299
827	0.1143766164
828	0.1140663995
829	0.1139088545
830	0.1138256377
831	0.1136838293
832	0.1134970606
833	0.1134443578
834	0.1133360251
835	0.1132943374
836	0.1129691769
837	0.1127790652
838	0.1126682591
839	0.112392636
840	0.1121690601
841	0.1120768932
842	0.1119690505
843	0.1116720326
844	0.1116242251
845	0.1115851575
846	0.111334452
847	0.1112150689
848	0.1110793061
849	0.1108515373
850	0.1107336379
851	0.1105954255
852	0.1105272486
853	0.1104544653
854	0.1103293427
855	0.1102330044
856	0.1101155859
857	0.1099096688
858	0.1098516638
859	0.1097207501
860	0.1096553614
861	0.1095249154
862	0.1094021496
863	0.1092911603
864	0.109216622
865	0.109154966
866	0.1091086666
867	0.1090676589
868	0.1089876948
869	0.1089538782
870	0.1088418609
871	0.1087944508
872	0.1086861268
873	0.1086486358
874	0.1085538855
875	0.1083604072
876	0.1082980453
877	0.1082042993
878	0.1080293881
879	0.1079315576
880	0.1077487082
881	0.1076735815
882	0.1075864775
883	0.1074486666
884	0.1073685495
885	0.1073245841
886	0.1071721519
887	0.1071381656
888	0.1070815353
889	0.1070042468
890	0.1068827328
891	0.1067788964
892	0.1065056917
893	0.1064500987
894	0.1061903581
895	0.1059660606
896	0.1059121691
897	0.1057398035
898	0.1056252469
899	0.1055427318
900	0.1053816088
901	0.1053178935
902	0.1052500214
903	0.1051545051
904	0.1050639781
905	0.1050016047
906	0.1048831193
907	0.1048511368
908	0.1047328695
909	0.1045904332
910	0.1045571217
911	0.1044827454
912	0.1044042474
913	0.1043277497
914	0.1042687575
915	0.1041790753
916	0.1040564331
917	0.1039905654
918	0.1038673203
919	0.1037399575
920	0.103697423
921	0.1036442426
922	0.1035237708
923	0.1034467864
924	0.1034063662
925	0.103282433
926	0.1032037916
927	0.1031283244
928	0.1030716206
929	0.1030142709
930	0.1027812818
931	0.1026259842
932	0.10253597
933	0.1023602451
934	0.1023101476
935	0.1021972686
936	0.1020504129
937	0.1019705814
938	0.1019366387
939	0.101745578
940	0.1016386926
941	0.1016092926
942	0.1015698019
943	0.1015120293
944	0.1013329615
945	0.1012819968
946	0.1010431824
947	0.1008926511
948	0.100822539
949	0.1006653491
950	0.1006274101
951	0.1005299152
952	0.1004751653
953	0.1003714305
954	0.1002448734
955	0.1000684489
956	0.09993093445
957	0.09979287782
958	0.09972918148
959	0.09967626437
960	0.09958929242
961	0.09949960894
962	0.0994288599
963	0.0993934032
964	0.09929218883
965	0.09922630773
966	0.0990774759
967	0.09903645764
968	0.09899318965
969	0.09891058851
970	0.09882257083
971	0.09873736062
972	0.09869453933
973	0.0986151322
974	0.09843703177
975	0.09835447781
976	0.09827470537
977	0.09818027588
978	0.09814366602
979	0.09808409232
980	0.09802712291
981	0.0979755224
982	0.09794600389
983	0.09784567251
984	0.09780369173
985	0.09772587046
986	0.09757609421
987	0.09754296773
988	0.09746113242
989	0.09740036831
990	0.09732255537
991	0.09721378106
992	0.09711762807
993	0.0970170994
994	0.09681163492
995	0.09666203387
996	0.09654764604
997	0.09640911552
998	0.09635167243
999	0.09626179679
